project,street,type,district,segment,tenure,commence,sale,area,price,level,date
CLAYDENCE,STILL ROAD,Apartment,15,RCR,freehold,,New Sale,914.94,2104362.0,01 to 05,Dec-24
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 years,2016.0,Resale,1011.82,2769351.3400000003,06 to 10,Dec-24
THE ODEON KATONG,EAST COAST ROAD,Apartment,15,RCR,freehold,,Resale,581.26,938153.64,11 to 15,Dec-24
ONE EIGHTIES RESIDENCES,JOO CHIAT TERRACE,Apartment,15,RCR,freehold,,Resale,635.08,1240311.24,01 to 05,Dec-24
THE WATERSIDE,TANJONG RHU ROAD,Condominium,15,RCR,freehold,,Resale,2142.04,4517562.36,21 to 25,Dec-24
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 years,1998.0,Resale,990.29,1630017.34,11 to 15,Dec-24
THE LEVELZ,FARRER ROAD,Condominium,10,CCR,freehold,,Resale,990.29,2008308.12,01 to 05,Dec-24
TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 years,1994.0,Resale,699.66,1250292.42,06 to 10,Dec-24
VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 years,2018.0,Resale,462.85,934957.0,01 to 05,Dec-24
THE IMPERIAL,JALAN RUMBIA,Condominium,9,CCR,freehold,,Resale,1410.08,3700049.92,11 to 15,Dec-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,freehold,,Resale,1334.74,1540289.96,01 to 05,Dec-24
PARC ESTA,SIMS AVENUE,Apartment,14,RCR,99 years,2018.0,Resale,742.72,1590163.52,01 to 05,Dec-24
THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 years,2007.0,Resale,1108.69,1649730.72,06 to 10,Dec-24
HILLS TWOONE,HILLVIEW TERRACE,Apartment,23,OCR,freehold,,Resale,796.54,1150203.76,01 to 05,Dec-24
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,freehold,,Resale,1011.82,2400037.04,06 to 10,Dec-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 years,2018.0,Sub Sale,484.38,833133.6,11 to 15,Dec-24
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,freehold,,Resale,484.38,1042870.14,06 to 10,Dec-24
ONE AMBER,AMBER GARDENS,Condominium,15,RCR,freehold,,Resale,958.0,2199568.0,21 to 25,Dec-24
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 years,2008.0,Resale,958.0,2030002.0,26 to 30,Dec-24
SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 years,1997.0,Resale,1044.11,1749928.36,11 to 15,Dec-24
CARDIFF RESIDENCE,CARDIFF GROVE,Condominium,19,OCR,99 years,2011.0,Resale,1280.92,1599869.08,01 to 05,Dec-24
REGENT RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,freehold,,Resale,409.03,755069.38,06 to 10,Dec-24
THE TRILLIUM,KIM SENG ROAD,Condominium,9,CCR,freehold,,Resale,2389.61,5680102.970000001,06 to 10,Dec-24
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 years,1992.0,Resale,936.47,868107.6900000001,01 to 05,Dec-24
SIGLAP V,FIRST STREET,Apartment,15,OCR,freehold,,Resale,516.67,780171.7,01 to 05,Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 years,2002.0,Resale,882.65,1735289.9,higher than 55,Dec-24
THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 years,2005.0,Resale,1044.11,1479503.87,06 to 10,Dec-24
SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,freehold,,Resale,1948.28,4299853.96,11 to 15,Dec-24
BLU CORAL,LORONG L TELOK KURAU,Condominium,15,OCR,freehold,,Resale,1463.9,1389241.1,01 to 05,Dec-24
KEW GREEN,KEW CRESCENT,Condominium,16,OCR,99 years,1994.0,Resale,3842.75,3516116.25,other,Dec-24
THE BERTH BY THE COVE,OCEAN DRIVE,Condominium,4,CCR,99 years,2004.0,Resale,1668.42,2579377.3200000003,01 to 05,Dec-24
REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,freehold,,Resale,3175.38,6671473.38,01 to 05,Dec-24
ST PATRICK'S RESIDENCES,ST. PATRICK'S ROAD,Apartment,15,OCR,freehold,,Resale,1517.72,3102219.68,01 to 05,Dec-24
PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 years,2015.0,Resale,710.42,1157984.6,11 to 15,Dec-24
TWIN VEW,WEST COAST VALE,Apartment,5,OCR,99 years,2017.0,Resale,742.72,1258167.68,06 to 10,Dec-24
EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 years,1998.0,Resale,1076.4,999975.6,01 to 05,Dec-24
NORWOOD GRAND,CHAMPIONS WAY,Apartment,25,OCR,99 years,2023.0,New Sale,1044.11,2142513.7199999997,01 to 05,Dec-24
LAKEPOINT CONDOMINIUM,LAKEPOINT DRIVE,Condominium,22,OCR,99 years,1983.0,Resale,2077.45,1676502.15,06 to 10,Dec-24
THE TRILLIUM,KIM SENG ROAD,Condominium,9,CCR,freehold,,Resale,1399.32,3779563.32,21 to 25,Dec-24
THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 years,1995.0,Resale,1646.89,2699252.71,06 to 10,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,484.38,1378061.1,01 to 05,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1323.97,2957748.98,21 to 25,Dec-24
SCENECA RESIDENCE,TANAH MERAH KECHIL LINK,Apartment,16,OCR,99 years,2021.0,New Sale,1162.51,2557522.0,11 to 15,Dec-24
UNION SQUARE RESIDENCES,HAVELOCK ROAD,Apartment,1,RCR,99 years,2024.0,New Sale,742.72,2355907.8400000003,16 to 20,Dec-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,1270.15,3383679.6,01 to 05,Dec-24
RICHMOND PARK,BIDEFORD ROAD,Condominium,9,CCR,freehold,,Resale,1291.68,3800122.56,06 to 10,Dec-24
PINETREE HILL,PINE GROVE,Condominium,21,RCR,99 years,2022.0,New Sale,796.54,1906916.76,01 to 05,Dec-24
LENTORIA,LENTOR HILLS ROAD,Condominium,26,OCR,99 years,2022.0,New Sale,731.95,1676897.4500000002,16 to 20,Dec-24
KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,freehold,,Resale,893.41,1750190.19,06 to 10,Dec-24
HILLHAVEN,HILLVIEW RISE,Condominium,23,OCR,99 years,2023.0,New Sale,796.54,1748405.2999999998,21 to 25,Dec-24
THE TAPESTRY,TAMPINES STREET 86,Condominium,18,OCR,99 years,2017.0,Resale,1130.22,1908941.58,01 to 05,Dec-24
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 years,1996.0,Resale,1237.86,1507713.48,06 to 10,Dec-24
LENTOR MANSION,LENTOR GARDENS,Apartment,26,OCR,99 years,2023.0,New Sale,1227.1,2839509.4,16 to 20,Dec-24
THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,Apartment,19,OCR,99 years,2017.0,Resale,796.54,1374828.04,01 to 05,Dec-24
MEYER BLUE,MEYER ROAD,Apartment,15,RCR,freehold,,New Sale,990.29,3107530.02,06 to 10,Dec-24
SOUTHBANK,NORTH BRIDGE ROAD,Apartment,7,RCR,99 years,2006.0,Resale,613.55,1149792.7,16 to 20,Dec-24
PARC ESTA,SIMS AVENUE,Apartment,14,RCR,99 years,2018.0,Resale,742.72,1607988.8,01 to 05,Dec-24
TREESCAPE,LORONG N TELOK KURAU,Apartment,15,OCR,freehold,,Resale,871.88,1587693.48,01 to 05,Dec-24
SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,freehold,1877.0,Resale,1302.44,2300109.04,01 to 05,Dec-24
ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 years,1991.0,Resale,1151.75,1260014.5,06 to 10,Dec-24
PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,freehold,,Resale,2217.38,3104332.0,01 to 05,Dec-24
BUTTERWORTH 8,BUTTERWORTH LANE,Condominium,15,RCR,freehold,,Resale,1022.58,1950060.06,06 to 10,Dec-24
HORIZON RESIDENCES,PASIR PANJANG HILL,Condominium,5,RCR,freehold,,Resale,1001.05,1980076.9,01 to 05,Dec-24
SUITES @ EASTCOAST,UPPER EAST COAST ROAD,Condominium,15,OCR,freehold,,Resale,570.49,974967.41,01 to 05,Dec-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 years,2006.0,Resale,1367.03,2854358.64,16 to 20,Dec-24
THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 years,2007.0,Resale,979.52,1415406.4,01 to 05,Dec-24
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,731.95,1149893.4500000002,11 to 15,Dec-24
LE QUEST,BUKIT BATOK STREET 41,Apartment,23,OCR,99 years,2016.0,Resale,828.83,1249875.64,16 to 20,Dec-24
LA CRYSTAL,KILLINEY ROAD,Apartment,9,CCR,freehold,,Resale,936.47,1888859.99,01 to 05,Dec-24
THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 years,2011.0,Resale,505.91,804902.81,16 to 20,Dec-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 years,2011.0,Resale,828.83,1330272.15,01 to 05,Dec-24
CRAIG PLACE,CRAIG ROAD,Apartment,2,RCR,99 years,1997.0,Resale,731.95,1449992.9500000002,11 to 15,Dec-24
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Condominium,19,OCR,99 years,2011.0,Resale,1291.68,1659808.8,01 to 05,Dec-24
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 years,2019.0,Resale,688.9,1729827.9,06 to 10,Dec-24
MANDALAY MANSION,MINBU ROAD,Apartment,11,CCR,freehold,,Resale,2088.22,2800303.0199999996,06 to 10,Dec-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,freehold,1841.0,Resale,1044.11,2499599.34,06 to 10,Dec-24
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 years,2013.0,Resale,678.13,1485104.7,16 to 20,Dec-24
THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,freehold,,Resale,1377.79,3360429.81,11 to 15,Dec-24
COASTLINE RESIDENCES,AMBER ROAD,Apartment,15,RCR,freehold,,Sub Sale,1108.69,3000115.14,06 to 10,Dec-24
MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 years,2011.0,Resale,1119.46,2300490.3000000003,16 to 20,Dec-24
M5,JALAN MUTIARA,Apartment,10,CCR,freehold,,Resale,742.72,1489153.6,01 to 05,Dec-24
AVA TOWERS,AVA ROAD,Apartment,12,RCR,freehold,,Resale,1280.92,1788164.32,06 to 10,Dec-24
KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 years,2014.0,Resale,678.13,975150.94,01 to 05,Dec-24
MAYA,STILL ROAD,Apartment,15,RCR,freehold,,Resale,1280.92,2017449.0,01 to 05,Dec-24
LAKEPOINT CONDOMINIUM,LAKEPOINT DRIVE,Condominium,22,OCR,99 years,1983.0,Resale,1001.05,980027.95,06 to 10,Dec-24
MEIER SUITES,MARGATE ROAD,Condominium,15,RCR,freehold,,Resale,2206.62,4527984.24,11 to 15,Dec-24
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,1065.64,1638954.32,06 to 10,Dec-24
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 years,2010.0,Resale,1011.82,2129881.1,11 to 15,Dec-24
TRILIVE,TAMPINES ROAD,Condominium,19,OCR,freehold,,Resale,882.65,1647907.55,06 to 10,Dec-24
PARC BOTANNIA,FERNVALE STREET,Condominium,28,OCR,99 years,2016.0,Resale,871.88,1367979.72,06 to 10,Dec-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 years,2018.0,Resale,688.9,1585158.9,26 to 30,Dec-24
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 years,2011.0,Resale,764.24,1160116.32,01 to 05,Dec-24
GRANDEUR 8,ANG MO KIO CENTRAL 3,Condominium,20,OCR,99 years,2002.0,Resale,1259.39,1880269.2700000005,11 to 15,Dec-24
THE HILL @ONE-NORTH,SLIM BARRACKS RISE,Apartment,5,RCR,99 years,2022.0,New Sale,753.48,1955280.6,06 to 10,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,452.09,1269920.8099999998,16 to 20,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1323.97,2927297.67,16 to 20,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1184.04,2546870.04,06 to 10,Dec-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,freehold,1841.0,Resale,1130.22,2489874.66,06 to 10,Dec-24
PINETREE HILL,PINE GROVE,Condominium,21,RCR,99 years,2022.0,New Sale,1216.33,2989739.1399999997,16 to 20,Dec-24
CRESCENDO BUILDING,UPPER EAST COAST ROAD,Apartment,15,OCR,freehold,,Resale,1173.28,1628512.64,01 to 05,Dec-24
LENTOR HILLS RESIDENCES,LENTOR HILLS ROAD,Apartment,26,OCR,99 years,2022.0,New Sale,581.26,1392117.7,16 to 20,Dec-24
NAVA GROVE,PINE GROVE,Condominium,21,RCR,99 years,2024.0,New Sale,1334.74,3129965.3,01 to 05,Dec-24
THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 years,2010.0,Resale,1173.28,1379777.28,01 to 05,Dec-24
SEASONS VIEW,PEMIMPIN DRIVE,Condominium,20,RCR,99 years,1996.0,Resale,968.76,1459921.32,06 to 10,Dec-24
CAIRNHILL CREST,CAIRNHILL CIRCLE,Condominium,9,CCR,freehold,,Resale,818.06,1654117.3199999998,01 to 05,Dec-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,Apartment,5,RCR,99 years,2019.0,Sub Sale,1259.39,2799623.97,01 to 05,Dec-24
COSTA RHU,RHU CROSS,Condominium,15,RCR,99 years,1994.0,Resale,2055.92,3279192.4,06 to 10,Dec-24
AMBER PARK,AMBER GARDENS,Condominium,15,RCR,freehold,,Resale,699.66,1949952.42,06 to 10,Dec-24
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 years,2013.0,Resale,861.12,1530210.24,06 to 10,Dec-24
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 years,1993.0,Resale,979.52,1275335.04,06 to 10,Dec-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 years,2005.0,Resale,1022.58,1325263.6800000002,11 to 15,Dec-24
KALLANG RIVERSIDE,KAMPONG BUGIS,Apartment,12,RCR,freehold,,Resale,1033.34,2150380.54,06 to 10,Dec-24
BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,freehold,,Resale,3778.16,8750218.56,06 to 10,Dec-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2011.0,Resale,1463.9,1949914.8,01 to 05,Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,678.13,1184693.11,06 to 10,Dec-24
PINE GROVE,PINE GROVE,Condominium,21,RCR,99 years,1984.0,Resale,1700.71,1610572.37,06 to 10,Dec-24
THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 years,2009.0,Resale,1054.87,1770071.86,06 to 10,Dec-24
38 I SUITES,IPOH LANE,Apartment,15,RCR,freehold,,Resale,1044.11,1098403.72,16 to 20,Dec-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 years,2013.0,Resale,710.42,979669.18,11 to 15,Dec-24
STRAITS RESIDENCES,JOO CHIAT PLACE,Apartment,15,RCR,freehold,,Resale,344.45,637921.4,01 to 05,Dec-24
KIM KEAT HOUSE,KIM KEAT ROAD,Apartment,12,RCR,freehold,,Resale,1097.93,1250542.27,01 to 05,Dec-24
LEVENUE,LENGKONG EMPAT,Apartment,14,OCR,freehold,,Resale,473.62,789998.16,11 to 15,Dec-24
CUSCADEN RESERVE,CUSCADEN ROAD,Condominium,10,CCR,99 years,2018.0,Resale,936.47,2838440.5700000003,06 to 10,Dec-24
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 years,2016.0,Resale,1011.82,2879639.72,21 to 25,Dec-24
BOTANNIA,WEST COAST PARK,Condominium,5,OCR,freehold,1928.0,Resale,1270.15,2188468.45,06 to 10,Dec-24
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 years,2004.0,Resale,559.73,1000237.51,06 to 10,Dec-24
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 years,2003.0,Resale,1119.46,2268025.96,16 to 20,Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,678.13,1099926.86,01 to 05,Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,freehold,,Sub Sale,1582.31,3379814.1599999997,01 to 05,Dec-24
THE BEACON,CANTONMENT ROAD,Apartment,2,RCR,99 years,2004.0,Resale,807.3,1420040.7,16 to 20,Dec-24
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,freehold,,Resale,871.88,2499679.96,16 to 20,Dec-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 years,2018.0,Sub Sale,721.19,1290208.91,01 to 05,Dec-24
CAVENAGH COURT,CAVENAGH ROAD,Apartment,9,CCR,freehold,,Resale,1862.17,3649853.2,06 to 10,Dec-24
MENDON SPRING,PASIR PANJANG ROAD,Apartment,5,RCR,freehold,,Resale,1065.64,1350165.88,01 to 05,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,548.96,1514031.6800000002,06 to 10,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,764.24,2185726.4,16 to 20,Dec-24
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 years,1992.0,Resale,936.47,850314.76,01 to 05,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1022.58,2133101.88,01 to 05,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,947.23,2187154.07,16 to 20,Dec-24
UNION SQUARE RESIDENCES,HAVELOCK ROAD,Apartment,1,RCR,99 years,2024.0,New Sale,742.72,2208849.2800000003,06 to 10,Dec-24
UNION SQUARE RESIDENCES,HAVELOCK ROAD,Apartment,1,RCR,99 years,2024.0,New Sale,462.85,1489914.15,16 to 20,Dec-24
CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,CCR,99 years,2008.0,Resale,818.06,1659843.74,26 to 30,Dec-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1033.34,2084246.78,01 to 05,Dec-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,1065.64,2860177.76,06 to 10,Dec-24
PINETREE HILL,PINE GROVE,Condominium,21,RCR,99 years,2022.0,New Sale,1216.33,3093127.19,11 to 15,Dec-24
ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,freehold,,Resale,958.0,2099936.0,01 to 05,Dec-24
HILLHAVEN,HILLVIEW RISE,Condominium,23,OCR,99 years,2023.0,New Sale,1259.39,2452032.33,01 to 05,Dec-24
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 years,2018.0,Resale,710.42,1768235.38,01 to 05,Dec-24
8@BT,BUKIT TIMAH LINK,Condominium,21,RCR,99 years,2023.0,New Sale,1001.05,2847987.25,16 to 20,Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 years,2002.0,Resale,861.12,1849685.76,36 to 40,Dec-24
SORA,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,936.47,2134215.13,06 to 10,Dec-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,925.7,2016174.6,11 to 15,Dec-24
AMBER PARK,AMBER GARDENS,Condominium,15,RCR,freehold,,Resale,678.13,1879776.36,21 to 25,Dec-24
SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 years,2014.0,Resale,796.54,1025146.98,06 to 10,Dec-24
CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,CCR,99 years,2008.0,Resale,807.3,1420040.7,06 to 10,Dec-24
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 years,2015.0,Resale,775.01,1629846.03,16 to 20,Dec-24
THE EBONY,LORONG MARICAN,Apartment,14,OCR,freehold,,Resale,333.68,639998.24,01 to 05,Dec-24
THE SCOTTS TOWER,SCOTTS ROAD,Condominium,9,CCR,others,2010.0,Resale,645.84,1300075.9200000002,06 to 10,Dec-24
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,freehold,1877.0,Resale,1388.56,2549396.1599999997,06 to 10,Dec-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Resale,871.88,1508352.4,01 to 05,Dec-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 years,2006.0,Resale,1076.4,1668420.0000000002,01 to 05,Dec-24
BISHAN POINT,BRIGHT HILL DRIVE,Condominium,20,RCR,99 years,1997.0,Resale,936.47,1579824.89,21 to 25,Dec-24
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,1539.25,2079526.75,06 to 10,Dec-24
GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 years,1999.0,Resale,871.88,1504864.88,01 to 05,Dec-24
LEONIE GARDENS,LEONIE HILL,Condominium,9,CCR,99 years,1990.0,Resale,1733.0,3050080.0,11 to 15,Dec-24
AIRSTREAM,ST. MICHAEL'S ROAD,Apartment,12,RCR,freehold,,Resale,624.31,950199.82,01 to 05,Dec-24
BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 years,2012.0,Resale,1044.11,2099705.21,11 to 15,Dec-24
CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 years,1993.0,Resale,1410.08,2119350.24,06 to 10,Dec-24
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,freehold,,Resale,807.3,1559703.6,21 to 25,Dec-24
SKY VUE,BISHAN STREET 15,Condominium,20,RCR,99 years,2013.0,Resale,1140.98,2858154.9,31 to 35,Dec-24
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 years,1993.0,Resale,1184.04,1549908.36,01 to 05,Dec-24
THE SEA VIEW,AMBER ROAD,Condominium,15,RCR,freehold,,Resale,559.73,1329918.48,06 to 10,Dec-24
MANDARIN GARDENS,SIGLAP ROAD,Condominium,15,OCR,99 years,1982.0,Resale,731.95,1059863.6,11 to 15,Dec-24
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 years,1991.0,Resale,925.7,1480194.3,01 to 05,Dec-24
CLOVER BY THE PARK,BISHAN STREET 25,Condominium,20,RCR,99 years,2007.0,Resale,1754.53,3219562.55,31 to 35,Dec-24
WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 years,2011.0,Resale,570.49,973255.94,06 to 10,Dec-24
THE PLAZA,BEACH ROAD,Apartment,7,CCR,99 years,1968.0,Resale,990.29,1249745.98,21 to 25,Dec-24
HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 years,1996.0,Resale,1194.8,1860303.6,06 to 10,Dec-24
PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 years,2015.0,Resale,904.18,1468388.3199999998,06 to 10,Dec-24
PINE GROVE,PINE GROVE,Condominium,21,RCR,99 years,1984.0,Resale,1668.42,1711798.9200000002,11 to 15,Dec-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,Apartment,19,OCR,99 years,2018.0,Sub Sale,904.18,1760438.46,06 to 10,Dec-24
THE SEAFRONT ON MEYER,MEYER ROAD,Condominium,15,RCR,freehold,,Resale,1065.64,2399821.2800000003,01 to 05,Dec-24
ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,Condominium,12,RCR,freehold,,Resale,936.47,1549857.85,21 to 25,Dec-24
FONTAINE PARRY,POH HUAT ROAD,Condominium,19,OCR,freehold,1877.0,Resale,914.94,1379729.52,01 to 05,Dec-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 years,2013.0,Resale,688.9,1580336.6,26 to 30,Dec-24
VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,freehold,,Resale,1259.39,1929385.48,01 to 05,Dec-24
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 years,2015.0,Resale,936.47,1410323.82,11 to 15,Dec-24
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 years,2013.0,Resale,1130.22,1580047.56,11 to 15,Dec-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Resale,914.94,1448350.02,01 to 05,Dec-24
FERNWOOD TOWERS,FERNWOOD TERRACE,Condominium,15,OCR,freehold,,Resale,1636.13,2500006.64,01 to 05,Dec-24
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,freehold,,Resale,1420.85,2649885.25,01 to 05,Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,1033.34,1865178.7,06 to 10,Dec-24
PENROSE,SIMS DRIVE,Apartment,14,RCR,99 years,2019.0,Sub Sale,699.66,1567938.0599999998,16 to 20,Dec-24
EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,1995.0,Resale,1065.64,1069902.56,01 to 05,Dec-24
THE TAPESTRY,TAMPINES STREET 86,Condominium,18,OCR,99 years,2017.0,Resale,925.7,1609792.3,06 to 10,Dec-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,667.37,2020796.36,16 to 20,Dec-24
GRAND DUNMAN,DUNMAN ROAD,Apartment,15,RCR,99 years,2022.0,New Sale,1162.51,2691210.65,16 to 20,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,430.56,1181026.08,11 to 15,Dec-24
THE COLLECTIVE AT ONE SOPHIA,SOPHIA ROAD,Apartment,9,CCR,99 years,2023.0,New Sale,452.09,1259974.8299999998,16 to 20,Dec-24
CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 years,2024.0,New Sale,742.72,1973407.04,11 to 15,Dec-24
UNION SQUARE RESIDENCES,HAVELOCK ROAD,Apartment,1,RCR,99 years,2024.0,New Sale,731.95,2264653.3000000003,11 to 15,Dec-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,947.23,2174840.08,16 to 20,Dec-24
